Graph:
uk.ac.bris.cs.scotlandyard.model.a@1f7a4ddb -> uk.ac.bris.cs.scotlandyard.model.a@48fe9f84 [Value: TAXI(WHITE@53, 40)]
uk.ac.bris.cs.scotlandyard.model.a@1f7a4ddb -> uk.ac.bris.cs.scotlandyard.model.a@4ebd8d32 [Value: TAXI(WHITE@53, 54)]
uk.ac.bris.cs.scotlandyard.model.a@4a0c8c20 -> uk.ac.bris.cs.scotlandyard.model.a@4f52966a [Value: TAXI(YELLOW@91, 90)]
uk.ac.bris.cs.scotlandyard.model.a@4a0c8c20 -> uk.ac.bris.cs.scotlandyard.model.a@2cc8ff23 [Value: TAXI(YELLOW@91, 72)]
uk.ac.bris.cs.scotlandyard.model.a@4a0c8c20 -> uk.ac.bris.cs.scotlandyard.model.a@67e1a7d5 [Value: TAXI(YELLOW@91, 56)]
uk.ac.bris.cs.scotlandyard.model.a@4a0c8c20 -> uk.ac.bris.cs.scotlandyard.model.a@61916bf4 [Value: TAXI(YELLOW@91, 105)]
uk.ac.bris.cs.scotlandyard.model.a@4a0c8c20 -> uk.ac.bris.cs.scotlandyard.model.a@25674f5a [Value: TAXI(YELLOW@91, 107)]
uk.ac.bris.cs.scotlandyard.model.a@4ebd8d32 -> uk.ac.bris.cs.scotlandyard.model.a@42d7faef [Value: TAXI(YELLOW@91, 90)]
uk.ac.bris.cs.scotlandyard.model.a@4ebd8d32 -> uk.ac.bris.cs.scotlandyard.model.a@241981da [Value: TAXI(YELLOW@91, 72)]
uk.ac.bris.cs.scotlandyard.model.a@4ebd8d32 -> uk.ac.bris.cs.scotlandyard.model.a@60a13fd4 [Value: TAXI(YELLOW@91, 105)]
uk.ac.bris.cs.scotlandyard.model.a@4ebd8d32 -> uk.ac.bris.cs.scotlandyard.model.a@7f23a2f5 [Value: TAXI(YELLOW@91, 56)]
uk.ac.bris.cs.scotlandyard.model.a@4ebd8d32 -> uk.ac.bris.cs.scotlandyard.model.a@2a28a43e [Value: TAXI(YELLOW@91, 107)]
uk.ac.bris.cs.scotlandyard.model.a@48fe9f84 -> uk.ac.bris.cs.scotlandyard.model.a@21c846d0 [Value: TAXI(YELLOW@91, 72)]
uk.ac.bris.cs.scotlandyard.model.a@48fe9f84 -> uk.ac.bris.cs.scotlandyard.model.a@5cb5d084 [Value: TAXI(YELLOW@91, 56)]
uk.ac.bris.cs.scotlandyard.model.a@48fe9f84 -> uk.ac.bris.cs.scotlandyard.model.a@6cf014d2 [Value: TAXI(YELLOW@91, 107)]
uk.ac.bris.cs.scotlandyard.model.a@48fe9f84 -> uk.ac.bris.cs.scotlandyard.model.a@33d39678 [Value: TAXI(YELLOW@91, 105)]
uk.ac.bris.cs.scotlandyard.model.a@48fe9f84 -> uk.ac.bris.cs.scotlandyard.model.a@fed3d39 [Value: TAXI(YELLOW@91, 90)]
uk.ac.bris.cs.scotlandyard.model.a@1eb3d838 -> uk.ac.bris.cs.scotlandyard.model.a@31fcedc0 [Value: TAXI(BLUE@50, 49)]
uk.ac.bris.cs.scotlandyard.model.a@1eb3d838 -> uk.ac.bris.cs.scotlandyard.model.a@3fc87568 [Value: TAXI(BLUE@50, 38)]
uk.ac.bris.cs.scotlandyard.model.a@1eb3d838 -> uk.ac.bris.cs.scotlandyard.model.a@21d6be7d [Value: TAXI(BLUE@50, 37)]
uk.ac.bris.cs.scotlandyard.model.a@31fcedc0 -> uk.ac.bris.cs.scotlandyard.model.a@571e1a33 [Value: TAXI(WHITE@53, 69)]
uk.ac.bris.cs.scotlandyard.model.a@31fcedc0 -> uk.ac.bris.cs.scotlandyard.model.a@5971c1ba [Value: TAXI(WHITE@53, 54)]
uk.ac.bris.cs.scotlandyard.model.a@31fcedc0 -> uk.ac.bris.cs.scotlandyard.model.a@5f2236f5 [Value: TAXI(WHITE@53, 40)]
uk.ac.bris.cs.scotlandyard.model.a@571e1a33 -> uk.ac.bris.cs.scotlandyard.model.a@3ba4d286 [Value: TAXI(YELLOW@91, 56)]
uk.ac.bris.cs.scotlandyard.model.a@571e1a33 -> uk.ac.bris.cs.scotlandyard.model.a@57d74cbd [Value: TAXI(YELLOW@91, 107)]
uk.ac.bris.cs.scotlandyard.model.a@571e1a33 -> uk.ac.bris.cs.scotlandyard.model.a@3b56bfd2 [Value: TAXI(YELLOW@91, 72)]
uk.ac.bris.cs.scotlandyard.model.a@571e1a33 -> uk.ac.bris.cs.scotlandyard.model.a@4afa9786 [Value: TAXI(YELLOW@91, 90)]
uk.ac.bris.cs.scotlandyard.model.a@571e1a33 -> uk.ac.bris.cs.scotlandyard.model.a@6d12d795 [Value: TAXI(YELLOW@91, 105)]
uk.ac.bris.cs.scotlandyard.model.a@5971c1ba -> uk.ac.bris.cs.scotlandyard.model.a@22241b7e [Value: TAXI(YELLOW@91, 72)]
uk.ac.bris.cs.scotlandyard.model.a@5971c1ba -> uk.ac.bris.cs.scotlandyard.model.a@6088802 [Value: TAXI(YELLOW@91, 90)]
uk.ac.bris.cs.scotlandyard.model.a@5971c1ba -> uk.ac.bris.cs.scotlandyard.model.a@4759c56 [Value: TAXI(YELLOW@91, 107)]
uk.ac.bris.cs.scotlandyard.model.a@5971c1ba -> uk.ac.bris.cs.scotlandyard.model.a@51a3ff9d [Value: TAXI(YELLOW@91, 105)]
uk.ac.bris.cs.scotlandyard.model.a@5971c1ba -> uk.ac.bris.cs.scotlandyard.model.a@3cfcee1b [Value: TAXI(YELLOW@91, 56)]
uk.ac.bris.cs.scotlandyard.model.a@5f2236f5 -> uk.ac.bris.cs.scotlandyard.model.a@11b3759b [Value: TAXI(YELLOW@91, 72)]
uk.ac.bris.cs.scotlandyard.model.a@5f2236f5 -> uk.ac.bris.cs.scotlandyard.model.a@7b06163a [Value: TAXI(YELLOW@91, 105)]
uk.ac.bris.cs.scotlandyard.model.a@5f2236f5 -> uk.ac.bris.cs.scotlandyard.model.a@35dd0231 [Value: TAXI(YELLOW@91, 90)]
uk.ac.bris.cs.scotlandyard.model.a@5f2236f5 -> uk.ac.bris.cs.scotlandyard.model.a@3fc8a6bc [Value: TAXI(YELLOW@91, 107)]
uk.ac.bris.cs.scotlandyard.model.a@5f2236f5 -> uk.ac.bris.cs.scotlandyard.model.a@53b9b737 [Value: TAXI(YELLOW@91, 56)]
uk.ac.bris.cs.scotlandyard.model.a@21d6be7d -> uk.ac.bris.cs.scotlandyard.model.a@6aaadbbb [Value: TAXI(WHITE@53, 69)]
uk.ac.bris.cs.scotlandyard.model.a@21d6be7d -> uk.ac.bris.cs.scotlandyard.model.a@226e8f7f [Value: TAXI(WHITE@53, 54)]
uk.ac.bris.cs.scotlandyard.model.a@21d6be7d -> uk.ac.bris.cs.scotlandyard.model.a@6a591c3e [Value: TAXI(WHITE@53, 40)]
uk.ac.bris.cs.scotlandyard.model.a@6aaadbbb -> uk.ac.bris.cs.scotlandyard.model.a@590d47c4 [Value: TAXI(YELLOW@91, 105)]
uk.ac.bris.cs.scotlandyard.model.a@6aaadbbb -> uk.ac.bris.cs.scotlandyard.model.a@6546285d [Value: TAXI(YELLOW@91, 90)]
uk.ac.bris.cs.scotlandyard.model.a@6aaadbbb -> uk.ac.bris.cs.scotlandyard.model.a@4d3c2d48 [Value: TAXI(YELLOW@91, 72)]
uk.ac.bris.cs.scotlandyard.model.a@6aaadbbb -> uk.ac.bris.cs.scotlandyard.model.a@e14b598 [Value: TAXI(YELLOW@91, 107)]
uk.ac.bris.cs.scotlandyard.model.a@6aaadbbb -> uk.ac.bris.cs.scotlandyard.model.a@373b9055 [Value: TAXI(YELLOW@91, 56)]
uk.ac.bris.cs.scotlandyard.model.a@226e8f7f -> uk.ac.bris.cs.scotlandyard.model.a@386eb3b6 [Value: TAXI(YELLOW@91, 90)]
uk.ac.bris.cs.scotlandyard.model.a@226e8f7f -> uk.ac.bris.cs.scotlandyard.model.a@6e2dcc7b [Value: TAXI(YELLOW@91, 105)]
uk.ac.bris.cs.scotlandyard.model.a@226e8f7f -> uk.ac.bris.cs.scotlandyard.model.a@5f9be17d [Value: TAXI(YELLOW@91, 107)]
uk.ac.bris.cs.scotlandyard.model.a@226e8f7f -> uk.ac.bris.cs.scotlandyard.model.a@11eedf91 [Value: TAXI(YELLOW@91, 56)]
uk.ac.bris.cs.scotlandyard.model.a@226e8f7f -> uk.ac.bris.cs.scotlandyard.model.a@453e0931 [Value: TAXI(YELLOW@91, 72)]
uk.ac.bris.cs.scotlandyard.model.a@6a591c3e -> uk.ac.bris.cs.scotlandyard.model.a@55bcbf6c [Value: TAXI(YELLOW@91, 107)]
uk.ac.bris.cs.scotlandyard.model.a@6a591c3e -> uk.ac.bris.cs.scotlandyard.model.a@5237b59 [Value: TAXI(YELLOW@91, 90)]
uk.ac.bris.cs.scotlandyard.model.a@6a591c3e -> uk.ac.bris.cs.scotlandyard.model.a@27a9a6fd [Value: TAXI(YELLOW@91, 72)]
uk.ac.bris.cs.scotlandyard.model.a@6a591c3e -> uk.ac.bris.cs.scotlandyard.model.a@6a975b1a [Value: TAXI(YELLOW@91, 56)]
uk.ac.bris.cs.scotlandyard.model.a@6a591c3e -> uk.ac.bris.cs.scotlandyard.model.a@27b92b7c [Value: TAXI(YELLOW@91, 105)]
uk.ac.bris.cs.scotlandyard.model.a@3fc87568 -> uk.ac.bris.cs.scotlandyard.model.a@51c45b26 [Value: TAXI(WHITE@53, 69)]
uk.ac.bris.cs.scotlandyard.model.a@3fc87568 -> uk.ac.bris.cs.scotlandyard.model.a@23887b2a [Value: TAXI(WHITE@53, 40)]
uk.ac.bris.cs.scotlandyard.model.a@3fc87568 -> uk.ac.bris.cs.scotlandyard.model.a@7c54fbab [Value: TAXI(WHITE@53, 54)]
uk.ac.bris.cs.scotlandyard.model.a@51c45b26 -> uk.ac.bris.cs.scotlandyard.model.a@70a5a530 [Value: TAXI(YELLOW@91, 90)]
uk.ac.bris.cs.scotlandyard.model.a@51c45b26 -> uk.ac.bris.cs.scotlandyard.model.a@270e7c7b [Value: TAXI(YELLOW@91, 107)]
uk.ac.bris.cs.scotlandyard.model.a@51c45b26 -> uk.ac.bris.cs.scotlandyard.model.a@4f230bf4 [Value: TAXI(YELLOW@91, 72)]
uk.ac.bris.cs.scotlandyard.model.a@51c45b26 -> uk.ac.bris.cs.scotlandyard.model.a@7f548aa3 [Value: TAXI(YELLOW@91, 56)]
uk.ac.bris.cs.scotlandyard.model.a@51c45b26 -> uk.ac.bris.cs.scotlandyard.model.a@34bc314 [Value: TAXI(YELLOW@91, 105)]
uk.ac.bris.cs.scotlandyard.model.a@7c54fbab -> uk.ac.bris.cs.scotlandyard.model.a@73e00028 [Value: TAXI(YELLOW@91, 90)]
uk.ac.bris.cs.scotlandyard.model.a@7c54fbab -> uk.ac.bris.cs.scotlandyard.model.a@46f0266 [Value: TAXI(YELLOW@91, 107)]
uk.ac.bris.cs.scotlandyard.model.a@7c54fbab -> uk.ac.bris.cs.scotlandyard.model.a@7c0b7978 [Value: TAXI(YELLOW@91, 72)]
uk.ac.bris.cs.scotlandyard.model.a@7c54fbab -> uk.ac.bris.cs.scotlandyard.model.a@21dad456 [Value: TAXI(YELLOW@91, 56)]
uk.ac.bris.cs.scotlandyard.model.a@7c54fbab -> uk.ac.bris.cs.scotlandyard.model.a@28323f26 [Value: TAXI(YELLOW@91, 105)]
uk.ac.bris.cs.scotlandyard.model.a@23887b2a -> uk.ac.bris.cs.scotlandyard.model.a@1a7abb72 [Value: TAXI(YELLOW@91, 72)]
uk.ac.bris.cs.scotlandyard.model.a@23887b2a -> uk.ac.bris.cs.scotlandyard.model.a@75592280 [Value: TAXI(YELLOW@91, 90)]
uk.ac.bris.cs.scotlandyard.model.a@23887b2a -> uk.ac.bris.cs.scotlandyard.model.a@15684a2c [Value: TAXI(YELLOW@91, 105)]
uk.ac.bris.cs.scotlandyard.model.a@23887b2a -> uk.ac.bris.cs.scotlandyard.model.a@69681955 [Value: TAXI(YELLOW@91, 56)]
uk.ac.bris.cs.scotlandyard.model.a@23887b2a -> uk.ac.bris.cs.scotlandyard.model.a@3a37b672 [Value: TAXI(YELLOW@91, 107)]
uk.ac.bris.cs.scotlandyard.model.a@133ca2d0 -> uk.ac.bris.cs.scotlandyard.model.a@7a43574f [Value: TAXI(BLUE@50, 37)]
uk.ac.bris.cs.scotlandyard.model.a@133ca2d0 -> uk.ac.bris.cs.scotlandyard.model.a@1a5a61c4 [Value: TAXI(BLUE@50, 38)]
uk.ac.bris.cs.scotlandyard.model.a@133ca2d0 -> uk.ac.bris.cs.scotlandyard.model.a@44d2a3b1 [Value: TAXI(BLUE@50, 49)]
uk.ac.bris.cs.scotlandyard.model.a@44d2a3b1 -> uk.ac.bris.cs.scotlandyard.model.a@287157d0 [Value: TAXI(WHITE@53, 54)]
uk.ac.bris.cs.scotlandyard.model.a@44d2a3b1 -> uk.ac.bris.cs.scotlandyard.model.a@78a3c489 [Value: TAXI(WHITE@53, 69)]
uk.ac.bris.cs.scotlandyard.model.a@44d2a3b1 -> uk.ac.bris.cs.scotlandyard.model.a@5c65fcdf [Value: TAXI(WHITE@53, 40)]
uk.ac.bris.cs.scotlandyard.model.a@78a3c489 -> uk.ac.bris.cs.scotlandyard.model.a@58e28b6a [Value: TAXI(YELLOW@91, 105)]
uk.ac.bris.cs.scotlandyard.model.a@78a3c489 -> uk.ac.bris.cs.scotlandyard.model.a@3e038b73 [Value: TAXI(YELLOW@91, 90)]
uk.ac.bris.cs.scotlandyard.model.a@78a3c489 -> uk.ac.bris.cs.scotlandyard.model.a@7fa069c9 [Value: TAXI(YELLOW@91, 56)]
uk.ac.bris.cs.scotlandyard.model.a@78a3c489 -> uk.ac.bris.cs.scotlandyard.model.a@4211435b [Value: TAXI(YELLOW@91, 107)]
uk.ac.bris.cs.scotlandyard.model.a@78a3c489 -> uk.ac.bris.cs.scotlandyard.model.a@9fc7ecf [Value: TAXI(YELLOW@91, 72)]
uk.ac.bris.cs.scotlandyard.model.a@287157d0 -> uk.ac.bris.cs.scotlandyard.model.a@2c50f650 [Value: TAXI(YELLOW@91, 90)]
uk.ac.bris.cs.scotlandyard.model.a@287157d0 -> uk.ac.bris.cs.scotlandyard.model.a@46fe779f [Value: TAXI(YELLOW@91, 72)]
uk.ac.bris.cs.scotlandyard.model.a@287157d0 -> uk.ac.bris.cs.scotlandyard.model.a@6484206f [Value: TAXI(YELLOW@91, 56)]
uk.ac.bris.cs.scotlandyard.model.a@287157d0 -> uk.ac.bris.cs.scotlandyard.model.a@ebdff80 [Value: TAXI(YELLOW@91, 105)]
uk.ac.bris.cs.scotlandyard.model.a@287157d0 -> uk.ac.bris.cs.scotlandyard.model.a@69123ced [Value: TAXI(YELLOW@91, 107)]
uk.ac.bris.cs.scotlandyard.model.a@5c65fcdf -> uk.ac.bris.cs.scotlandyard.model.a@1d71e3c1 [Value: TAXI(YELLOW@91, 90)]
uk.ac.bris.cs.scotlandyard.model.a@5c65fcdf -> uk.ac.bris.cs.scotlandyard.model.a@a6ad56a [Value: TAXI(YELLOW@91, 107)]
uk.ac.bris.cs.scotlandyard.model.a@5c65fcdf -> uk.ac.bris.cs.scotlandyard.model.a@3d45492c [Value: TAXI(YELLOW@91, 72)]
uk.ac.bris.cs.scotlandyard.model.a@5c65fcdf -> uk.ac.bris.cs.scotlandyard.model.a@6e8179ca [Value: TAXI(YELLOW@91, 105)]
uk.ac.bris.cs.scotlandyard.model.a@5c65fcdf -> uk.ac.bris.cs.scotlandyard.model.a@168cdaa2 [Value: TAXI(YELLOW@91, 56)]
uk.ac.bris.cs.scotlandyard.model.a@7a43574f -> uk.ac.bris.cs.scotlandyard.model.a@51593919 [Value: TAXI(WHITE@53, 54)]
uk.ac.bris.cs.scotlandyard.model.a@7a43574f -> uk.ac.bris.cs.scotlandyard.model.a@376a26ae [Value: TAXI(WHITE@53, 40)]
uk.ac.bris.cs.scotlandyard.model.a@7a43574f -> uk.ac.bris.cs.scotlandyard.model.a@1fe92ee4 [Value: TAXI(WHITE@53, 69)]
uk.ac.bris.cs.scotlandyard.model.a@1fe92ee4 -> uk.ac.bris.cs.scotlandyard.model.a@4f2d560e [Value: TAXI(YELLOW@91, 107)]
uk.ac.bris.cs.scotlandyard.model.a@1fe92ee4 -> uk.ac.bris.cs.scotlandyard.model.a@d94a933 [Value: TAXI(YELLOW@91, 72)]
uk.ac.bris.cs.scotlandyard.model.a@1fe92ee4 -> uk.ac.bris.cs.scotlandyard.model.a@5189ec6e [Value: TAXI(YELLOW@91, 56)]
uk.ac.bris.cs.scotlandyard.model.a@1fe92ee4 -> uk.ac.bris.cs.scotlandyard.model.a@3190203f [Value: TAXI(YELLOW@91, 105)]
uk.ac.bris.cs.scotlandyard.model.a@1fe92ee4 -> uk.ac.bris.cs.scotlandyard.model.a@6758b6e7 [Value: TAXI(YELLOW@91, 90)]
uk.ac.bris.cs.scotlandyard.model.a@51593919 -> uk.ac.bris.cs.scotlandyard.model.a@660db4dd [Value: TAXI(YELLOW@91, 105)]
uk.ac.bris.cs.scotlandyard.model.a@51593919 -> uk.ac.bris.cs.scotlandyard.model.a@7e04c8f4 [Value: TAXI(YELLOW@91, 90)]
uk.ac.bris.cs.scotlandyard.model.a@51593919 -> uk.ac.bris.cs.scotlandyard.model.a@5c88bb33 [Value: TAXI(YELLOW@91, 107)]
uk.ac.bris.cs.scotlandyard.model.a@51593919 -> uk.ac.bris.cs.scotlandyard.model.a@61787ad5 [Value: TAXI(YELLOW@91, 56)]
uk.ac.bris.cs.scotlandyard.model.a@51593919 -> uk.ac.bris.cs.scotlandyard.model.a@43350793 [Value: TAXI(YELLOW@91, 72)]
uk.ac.bris.cs.scotlandyard.model.a@376a26ae -> uk.ac.bris.cs.scotlandyard.model.a@3c4ac7c2 [Value: TAXI(YELLOW@91, 72)]
uk.ac.bris.cs.scotlandyard.model.a@376a26ae -> uk.ac.bris.cs.scotlandyard.model.a@71be2377 [Value: TAXI(YELLOW@91, 107)]
uk.ac.bris.cs.scotlandyard.model.a@376a26ae -> uk.ac.bris.cs.scotlandyard.model.a@7d19954d [Value: TAXI(YELLOW@91, 105)]
uk.ac.bris.cs.scotlandyard.model.a@376a26ae -> uk.ac.bris.cs.scotlandyard.model.a@6451ebd7 [Value: TAXI(YELLOW@91, 56)]
uk.ac.bris.cs.scotlandyard.model.a@376a26ae -> uk.ac.bris.cs.scotlandyard.model.a@1ba09316 [Value: TAXI(YELLOW@91, 90)]
uk.ac.bris.cs.scotlandyard.model.a@1a5a61c4 -> uk.ac.bris.cs.scotlandyard.model.a@19e685cf [Value: TAXI(WHITE@53, 40)]
uk.ac.bris.cs.scotlandyard.model.a@1a5a61c4 -> uk.ac.bris.cs.scotlandyard.model.a@2b582c3f [Value: TAXI(WHITE@53, 69)]
uk.ac.bris.cs.scotlandyard.model.a@1a5a61c4 -> uk.ac.bris.cs.scotlandyard.model.a@3edb2438 [Value: TAXI(WHITE@53, 54)]
uk.ac.bris.cs.scotlandyard.model.a@2b582c3f -> uk.ac.bris.cs.scotlandyard.model.a@345a1a12 [Value: TAXI(YELLOW@91, 56)]
uk.ac.bris.cs.scotlandyard.model.a@2b582c3f -> uk.ac.bris.cs.scotlandyard.model.a@7dc7091c [Value: TAXI(YELLOW@91, 105)]
uk.ac.bris.cs.scotlandyard.model.a@2b582c3f -> uk.ac.bris.cs.scotlandyard.model.a@1794fb4f [Value: TAXI(YELLOW@91, 90)]
uk.ac.bris.cs.scotlandyard.model.a@2b582c3f -> uk.ac.bris.cs.scotlandyard.model.a@5ab52ff6 [Value: TAXI(YELLOW@91, 107)]
uk.ac.bris.cs.scotlandyard.model.a@2b582c3f -> uk.ac.bris.cs.scotlandyard.model.a@34ff2261 [Value: TAXI(YELLOW@91, 72)]
uk.ac.bris.cs.scotlandyard.model.a@3edb2438 -> uk.ac.bris.cs.scotlandyard.model.a@5f4bc27a [Value: TAXI(YELLOW@91, 90)]
uk.ac.bris.cs.scotlandyard.model.a@3edb2438 -> uk.ac.bris.cs.scotlandyard.model.a@38d6cbbc [Value: TAXI(YELLOW@91, 105)]
uk.ac.bris.cs.scotlandyard.model.a@3edb2438 -> uk.ac.bris.cs.scotlandyard.model.a@2e830560 [Value: TAXI(YELLOW@91, 107)]
uk.ac.bris.cs.scotlandyard.model.a@3edb2438 -> uk.ac.bris.cs.scotlandyard.model.a@7b915516 [Value: TAXI(YELLOW@91, 72)]
uk.ac.bris.cs.scotlandyard.model.a@3edb2438 -> uk.ac.bris.cs.scotlandyard.model.a@4bef97a8 [Value: TAXI(YELLOW@91, 56)]
uk.ac.bris.cs.scotlandyard.model.a@19e685cf -> uk.ac.bris.cs.scotlandyard.model.a@39fb7be [Value: TAXI(YELLOW@91, 107)]
uk.ac.bris.cs.scotlandyard.model.a@19e685cf -> uk.ac.bris.cs.scotlandyard.model.a@16ba6ee0 [Value: TAXI(YELLOW@91, 72)]
uk.ac.bris.cs.scotlandyard.model.a@19e685cf -> uk.ac.bris.cs.scotlandyard.model.a@dc1f064 [Value: TAXI(YELLOW@91, 90)]
uk.ac.bris.cs.scotlandyard.model.a@19e685cf -> uk.ac.bris.cs.scotlandyard.model.a@2024d152 [Value: TAXI(YELLOW@91, 105)]
uk.ac.bris.cs.scotlandyard.model.a@19e685cf -> uk.ac.bris.cs.scotlandyard.model.a@17632664 [Value: TAXI(YELLOW@91, 56)]
uk.ac.bris.cs.scotlandyard.model.a@46170443 -> uk.ac.bris.cs.scotlandyard.model.a@403ff392 [Value: TAXI(BLUE@50, 49)]
uk.ac.bris.cs.scotlandyard.model.a@46170443 -> uk.ac.bris.cs.scotlandyard.model.a@375ac688 [Value: TAXI(BLUE@50, 37)]
uk.ac.bris.cs.scotlandyard.model.a@46170443 -> uk.ac.bris.cs.scotlandyard.model.a@6d52987d [Value: TAXI(BLUE@50, 38)]
uk.ac.bris.cs.scotlandyard.model.a@403ff392 -> uk.ac.bris.cs.scotlandyard.model.a@4250d784 [Value: TAXI(WHITE@53, 40)]
uk.ac.bris.cs.scotlandyard.model.a@403ff392 -> uk.ac.bris.cs.scotlandyard.model.a@42ff6921 [Value: TAXI(WHITE@53, 69)]
uk.ac.bris.cs.scotlandyard.model.a@403ff392 -> uk.ac.bris.cs.scotlandyard.model.a@63e1e527 [Value: TAXI(WHITE@53, 54)]
uk.ac.bris.cs.scotlandyard.model.a@42ff6921 -> uk.ac.bris.cs.scotlandyard.model.a@60d8093a [Value: TAXI(YELLOW@91, 107)]
uk.ac.bris.cs.scotlandyard.model.a@42ff6921 -> uk.ac.bris.cs.scotlandyard.model.a@3ca31487 [Value: TAXI(YELLOW@91, 56)]
uk.ac.bris.cs.scotlandyard.model.a@42ff6921 -> uk.ac.bris.cs.scotlandyard.model.a@42e82a4c [Value: TAXI(YELLOW@91, 72)]
uk.ac.bris.cs.scotlandyard.model.a@42ff6921 -> uk.ac.bris.cs.scotlandyard.model.a@7df4f2e0 [Value: TAXI(YELLOW@91, 105)]
uk.ac.bris.cs.scotlandyard.model.a@42ff6921 -> uk.ac.bris.cs.scotlandyard.model.a@447b2a1e [Value: TAXI(YELLOW@91, 90)]
uk.ac.bris.cs.scotlandyard.model.a@63e1e527 -> uk.ac.bris.cs.scotlandyard.model.a@24ee9ea6 [Value: TAXI(YELLOW@91, 72)]
uk.ac.bris.cs.scotlandyard.model.a@63e1e527 -> uk.ac.bris.cs.scotlandyard.model.a@39587849 [Value: TAXI(YELLOW@91, 56)]
uk.ac.bris.cs.scotlandyard.model.a@63e1e527 -> uk.ac.bris.cs.scotlandyard.model.a@68fbc7a9 [Value: TAXI(YELLOW@91, 90)]
uk.ac.bris.cs.scotlandyard.model.a@63e1e527 -> uk.ac.bris.cs.scotlandyard.model.a@121b60cf [Value: TAXI(YELLOW@91, 107)]
uk.ac.bris.cs.scotlandyard.model.a@63e1e527 -> uk.ac.bris.cs.scotlandyard.model.a@45fd2d8 [Value: TAXI(YELLOW@91, 105)]
uk.ac.bris.cs.scotlandyard.model.a@4250d784 -> uk.ac.bris.cs.scotlandyard.model.a@230c3aed [Value: TAXI(YELLOW@91, 107)]
uk.ac.bris.cs.scotlandyard.model.a@4250d784 -> uk.ac.bris.cs.scotlandyard.model.a@47c75e3b [Value: TAXI(YELLOW@91, 105)]
uk.ac.bris.cs.scotlandyard.model.a@4250d784 -> uk.ac.bris.cs.scotlandyard.model.a@e135a2e [Value: TAXI(YELLOW@91, 56)]
uk.ac.bris.cs.scotlandyard.model.a@4250d784 -> uk.ac.bris.cs.scotlandyard.model.a@38630404 [Value: TAXI(YELLOW@91, 72)]
uk.ac.bris.cs.scotlandyard.model.a@4250d784 -> uk.ac.bris.cs.scotlandyard.model.a@3ef5db0 [Value: TAXI(YELLOW@91, 90)]
uk.ac.bris.cs.scotlandyard.model.a@375ac688 -> uk.ac.bris.cs.scotlandyard.model.a@4a9170de [Value: TAXI(WHITE@53, 69)]
uk.ac.bris.cs.scotlandyard.model.a@375ac688 -> uk.ac.bris.cs.scotlandyard.model.a@5fc33ed8 [Value: TAXI(WHITE@53, 54)]
uk.ac.bris.cs.scotlandyard.model.a@375ac688 -> uk.ac.bris.cs.scotlandyard.model.a@c13e75c [Value: TAXI(WHITE@53, 40)]
uk.ac.bris.cs.scotlandyard.model.a@4a9170de -> uk.ac.bris.cs.scotlandyard.model.a@71f32923 [Value: TAXI(YELLOW@91, 72)]
uk.ac.bris.cs.scotlandyard.model.a@4a9170de -> uk.ac.bris.cs.scotlandyard.model.a@512a4a42 [Value: TAXI(YELLOW@91, 90)]
uk.ac.bris.cs.scotlandyard.model.a@4a9170de -> uk.ac.bris.cs.scotlandyard.model.a@3791b338 [Value: TAXI(YELLOW@91, 107)]
uk.ac.bris.cs.scotlandyard.model.a@4a9170de -> uk.ac.bris.cs.scotlandyard.model.a@33eab6e1 [Value: TAXI(YELLOW@91, 56)]
uk.ac.bris.cs.scotlandyard.model.a@4a9170de -> uk.ac.bris.cs.scotlandyard.model.a@107ccf13 [Value: TAXI(YELLOW@91, 105)]
uk.ac.bris.cs.scotlandyard.model.a@5fc33ed8 -> uk.ac.bris.cs.scotlandyard.model.a@2a4a414a [Value: TAXI(YELLOW@91, 56)]
uk.ac.bris.cs.scotlandyard.model.a@5fc33ed8 -> uk.ac.bris.cs.scotlandyard.model.a@10f83f48 [Value: TAXI(YELLOW@91, 105)]
uk.ac.bris.cs.scotlandyard.model.a@5fc33ed8 -> uk.ac.bris.cs.scotlandyard.model.a@742bb882 [Value: TAXI(YELLOW@91, 107)]
uk.ac.bris.cs.scotlandyard.model.a@5fc33ed8 -> uk.ac.bris.cs.scotlandyard.model.a@560be671 [Value: TAXI(YELLOW@91, 90)]
uk.ac.bris.cs.scotlandyard.model.a@5fc33ed8 -> uk.ac.bris.cs.scotlandyard.model.a@29b17664 [Value: TAXI(YELLOW@91, 72)]
uk.ac.bris.cs.scotlandyard.model.a@c13e75c -> uk.ac.bris.cs.scotlandyard.model.a@5d409be9 [Value: TAXI(YELLOW@91, 56)]
uk.ac.bris.cs.scotlandyard.model.a@c13e75c -> uk.ac.bris.cs.scotlandyard.model.a@6e0daa17 [Value: TAXI(YELLOW@91, 90)]
uk.ac.bris.cs.scotlandyard.model.a@c13e75c -> uk.ac.bris.cs.scotlandyard.model.a@7db78bfa [Value: TAXI(YELLOW@91, 105)]
uk.ac.bris.cs.scotlandyard.model.a@c13e75c -> uk.ac.bris.cs.scotlandyard.model.a@5471c65e [Value: TAXI(YELLOW@91, 72)]
uk.ac.bris.cs.scotlandyard.model.a@c13e75c -> uk.ac.bris.cs.scotlandyard.model.a@37cbfbec [Value: TAXI(YELLOW@91, 107)]
